,,,Tag Code,,,Reader,Mux,RSSI,,Time
52211,TAG_READ,,c50000000000000000000243,,,1,2,-72,1.52048E+12,1520476157
52212,TAG_READ,,c50000000000000000000334,,,1,2,-73,1.52048E+12,1520476157
52213,TAG_READ,,c50000000000000000000334,,,1,4,-71,1.52048E+12,1520476157
52214,TAG_READ,,c50000000000000000000386,,,1,2,-69,1.52048E+12,1520476157
52215,TAG_READ,,c50000000000000000000916,,,1,2,-65,1.52048E+12,1520476157
52216,TAG_READ,,c50000000000000000000610,,,1,2,-65,1.52048E+12,1520476157
52217,TAG_READ,,c50000000000000000000386,,,1,1,-66,1.52048E+12,1520476157
52218,TAG_READ,,c50000000000000000000386,,,1,1,-66,1.52048E+12,1520476158
52219,TAG_READ,,c50000000000000000000334,,,1,1,-68,1.52048E+12,1520476158
52220,TAG_READ,,c50000000000000000000916,,,1,1,-64,1.52048E+12,1520476158
52221,TAG_READ,,c50000000000000000000158,,,1,1,-68,1.52048E+12,1520476158
52222,TAG_READ,,c50000000000000000000044,,,1,1,-68,1.52048E+12,1520476158
52223,TAG_READ,,c50000000000000000000243,,,1,1,-71,1.52048E+12,1520476158
52224,TAG_READ,,c50000000000000000000900,,,1,1,-68,1.52048E+12,1520476158
52225,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,1,-64,1.52048E+12,1520476158
52226,TAG_READ,,c50000000000000000000916,,,1,1,-65,1.52048E+12,1520476158
52227,TAG_READ,,c50000000000000000000916,,,1,2,-67,1.52048E+12,1520476158
52228,TAG_READ,,c50000000000000000000334,,,1,2,-68,1.52048E+12,1520476158
52229,TAG_READ,,c50000000000000000000158,,,1,2,-66,1.52048E+12,1520476158
52230,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,2,-68,1.52048E+12,1520476158
52231,TAG_READ,,c50000000000000000000158,,,1,1,-65,1.52048E+12,1520476158
52232,TAG_READ,,c50000000000000000000044,,,1,2,-70,1.52048E+12,1520476158
52233,TAG_READ,,c50000000000000000000243,,,1,2,-70,1.52048E+12,1520476158
52234,TAG_READ,,c50000000000000000000386,,,1,2,-67,1.52048E+12,1520476158
52235,TAG_READ,,c50000000000000000000158,,,1,2,-68,1.52048E+12,1520476158
52236,TAG_READ,,c50000000000000000000916,,,1,2,-70,1.52048E+12,1520476158
52237,TAG_READ,,c50000000000000000000386,,,1,1,-64,1.52048E+12,1520476158
52238,TAG_READ,,c50000000000000000000158,,,1,1,-66,1.52048E+12,1520476158
52239,TAG_READ,,c50000000000000000000386,,,1,2,-63,1.52048E+12,1520476159
52240,TAG_READ,,c50000000000000000000916,,,1,2,-64,1.52048E+12,1520476159
52241,TAG_READ,,c50000000000000000000519,,,1,2,-71,1.52048E+12,1520476159
52242,TAG_READ,,c50000000000000000000044,,,1,2,-65,1.52048E+12,1520476159
52243,TAG_READ,,c50000000000000000000039,,,1,2,-69,1.52048E+12,1520476159
52244,TAG_READ,,c50000000000000000000158,,,1,2,-64,1.52048E+12,1520476159
52245,TAG_READ,,c50000000000000000000334,,,1,2,-65,1.52048E+12,1520476159
52246,TAG_READ,,c50000000000000000000916,,,1,2,-64,1.52048E+12,1520476159
52247,TAG_READ,,c50000000000000000000386,,,1,2,-64,1.52048E+12,1520476159
52248,TAG_READ,,c50000000000000000000158,,,1,2,-68,1.52048E+12,1520476159
52249,TAG_READ,,c50000000000000000000519,,,1,2,-64,1.52048E+12,1520476159
52250,TAG_READ,,c50000000000000000000158,,,1,2,-66,1.52048E+12,1520476159
52251,TAG_READ,,c50000000000000000000386,,,1,2,-64,1.52048E+12,1520476159
52252,TAG_READ,,c50000000000000000000386,,,1,2,-64,1.52048E+12,1520476159
52253,TAG_READ,,c50000000000000000000039,,,1,2,-70,1.52048E+12,1520476159
52254,TAG_READ,,c50000000000000000000916,,,1,2,-63,1.52048E+12,1520476159
52255,TAG_READ,,c50000000000000000000610,,,1,2,-66,1.52048E+12,1520476159
52256,TAG_READ,,c50000000000000000000386,,,1,2,-62,1.52048E+12,1520476159
52257,TAG_READ,,c50000000000000000000916,,,1,3,-60,1.52048E+12,1520476160
52258,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,3,-69,1.52048E+12,1520476160
52259,TAG_READ,,c50000000000000000000158,,,1,3,-61,1.52048E+12,1520476160
52260,TAG_READ,,c50000000000000000000334,,,1,3,-66,1.52048E+12,1520476160
52261,TAG_READ,,c50000000000000000000039,,,1,2,-69,1.52048E+12,1520476160
52262,TAG_READ,,c50000000000000000000386,,,1,2,-63,1.52048E+12,1520476160
52263,TAG_READ,,c50000000000000000000916,,,1,2,-62,1.52048E+12,1520476160
52264,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,2,-67,1.52048E+12,1520476160
52265,TAG_READ,,c50000000000000000000900,,,1,2,-72,1.52048E+12,1520476160
52266,TAG_READ,,c50000000000000000000334,,,1,2,-68,1.52048E+12,1520476160
52267,TAG_READ,,c50000000000000000000916,,,1,2,-67,1.52048E+12,1520476160
52268,TAG_READ,,c50000000000000000000386,,,1,2,-62,1.52048E+12,1520476160
52269,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,3,-63,1.52048E+12,1520476160
52270,TAG_READ,,c50000000000000000000386,,,1,3,-65,1.52048E+12,1520476160
52271,TAG_READ,,c50000000000000000000158,,,1,3,-67,1.52048E+12,1520476160
52272,TAG_READ,,c50000000000000000000334,,,1,3,-67,1.52048E+12,1520476160
52273,TAG_READ,,c50000000000000000000519,,,1,3,-73,1.52048E+12,1520476160
52274,TAG_READ,,c50000000000000000000243,,,1,3,-66,1.52048E+12,1520476160
52275,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,3,-67,1.52048E+12,1520476160
52276,TAG_READ,,c50000000000000000000158,,,1,3,-68,1.52048E+12,1520476161
52277,TAG_READ,,aaaaaaaaaaaa09aaaaaaaaaaaaaaaaaa,,,1,3,-64,1.52048E+12,1520476161
52278,TAG_READ,,c50000000000000000000916,,,1,3,-65,1.52048E+12,1520476161
52279,TAG_READ,,c50000000000000000000334,,,1,3,-64,1.52048E+12,1520476161
52280,TAG_READ,,c50000000000000000000610,,,1,3,-64,1.52048E+12,1520476161
52282,TAG_ALARM,EPC_EAS,c50000000000000000000334,,,1,,,1.52048E+12,1520476160
52282,TAG_READ,,c50000000000000000000158,,,1,3,-67,1.52048E+12,1520476161
52283,TAG_READ,,c50000000000000000000158,,,1,4,-64,1.52048E+12,1520476161
52284,TAG_READ,,c50000000000000000000039,,,1,3,-67,1.52048E+12,1520476162
52285,TAG_READ,,c50000000000000000000044,,,1,3,-67,1.52048E+12,1520476162
52286,TAG_READ,,c50000000000000000000900,,,1,3,-64,1.52048E+12,1520476162
52287,TAG_READ,,c50000000000000000000334,,,1,3,-65,1.52048E+12,1520476162
52288,TAG_READ,,c50000000000000000000334,,,1,4,-64,1.52048E+12,1520476162
52290,TAG_ALARM,EPC_EAS,c50000000000000000000158,,,1,,,1.52048E+12,1520476161
52290,TAG_READ,,c50000000000000000000158,,,1,3,-67,1.52048E+12,1520476168
52291,TAG_READ,,c50000000000000000000044,,,1,3,-66,1.52048E+12,1520476168
52292,TAG_READ,,c50000000000000000000044,,,1,3,-65,1.52048E+12,1520476168
52293,TAG_READ,,c50000000000000000000044,,,1,3,-69,1.52048E+12,1520476169
52294,TAG_READ,,c50000000000000000000044,,,1,3,-66,1.52048E+12,1520476170
52295,TAG_READ,,c50000000000000000000044,,,1,3,-66,1.52048E+12,1520476170
52296,TAG_READ,,c50000000000000000000158,,,1,3,-66,1.52048E+12,1520476170
52297,TAG_READ,,c50000000000000000000044,,,1,3,-67,1.52048E+12,1520476170
52298,TAG_READ,,c50000000000000000000044,,,1,3,-67,1.52048E+12,1520476170
52299,TAG_READ,,c50000000000000000000044,,,1,3,-66,1.52048E+12,1520476171
52300,TAG_READ,,c50000000000000000000044,,,1,3,-69,1.52048E+12,1520476172
52301,TAG_READ,,c50000000000000000000044,,,1,3,-67,1.52048E+12,1520476172
52302,TAG_READ,,c50000000000000000000044,,,1,3,-65,1.52048E+12,1520476173
52303,TAG_READ,,c50000000000000000000044,,,1,3,-67,1.52048E+12,1520476173
52304,TAG_READ,,c50000000000000000000044,,,1,3,-68,1.52048E+12,1520476174
52305,TAG_READ,,c50000000000000000000044,,,1,3,-67,1.52048E+12,1520476174
52306,TAG_READ,,c50000000000000000000044,,,1,3,-69,1.52048E+12,1520476174
52307,TAG_READ,,c50000000000000000000044,,,1,3,-65,1.52048E+12,1520476175
52308,TAG_READ,,c50000000000000000000044,,,1,3,-68,1.52048E+12,1520476175
